 ,Area,XM,YM
1,192,359.814,635.503
2,194,361.412,636.132
3,192,364.073,637.131
4,200,364.607,637.738
5,198,363.838,638.647
6,210,362.776,638.731
7,198,361.012,637.133
8,197,359.185,635.317
9,195,356.964,634.717
10,194,357.909,636.488
11,200,359.203,636.833
12,195,358.857,636.290
13,202,356.571,634.264
14,198,357.417,631.920
15,198,357.237,628.618
16,196,355.140,626.756
17,191,355.725,625.312
18,190,356.948,625.471
19,198,356.085,627.429
20,206,355.776,627.785
21,204,356.357,627.063
22,198,355.140,627.231
23,196,355.487,629.156
24,206,354.662,632.113
25,209,353.772,633.593
26,199,355.068,633.808
27,202,356.019,632.260
28,194,356.326,633.356
29,193,355.307,632.555
30,198,355.781,632.068
31,204,355.259,630.039
32,201,356.156,626.991
33,194,358.380,627.219
34,187,357.753,627.342
35,187,356.941,628.657
36,196,357.293,627.151
37,194,357.990,626.340
38,201,355.798,625.382
39,195,356.084,626.951
40,189,356.925,628.536
41,196,357.874,627.254
42,194,358.479,624.847
43,195,359.290,622.801
44,200,359.296,622.610
45,196,359.570,621.098
46,192,360.138,618.708
47,192,358.039,617.307
48,191,358.439,616.611
49,196,357.474,616.845
50,199,359.136,616.062
51,199,361.743,616.137
52,199,365.805,616.609
53,191,366.296,616.189
54,195,365.783,616.289
55,198,366.465,615.064
56,196,365.815,616.208
57,185,366.055,618.085
58,195,366.865,616.646
59,205,369.657,619.187
60,204,369.592,621.345
61,190,367.693,622.500
62,195,368.096,624.927
63,206,368.740,625.614
64,203,369.862,629.306
65,189,368.948,631.367
66,190,367.228,629.206
67,194,366.443,628.674
68,189,367.372,627.483
69,193,368.629,627.942
70,190,367.420,628.507
71,200,366.375,628.457
72,195,363.804,627.865
73,194,364.672,630.535
74,197,367.296,630.129
75,190,369.702,631.825
76,199,370.407,631.739
77,198,368.731,632.271
78,205,369.143,634.866
79,186,369.579,636.558
80,189,370.408,633.678
81,196,371.500,633.656
82,193,369.723,635.154
83,200,367.071,635.652
84,202,366.190,638.019
85,192,364.228,638.237
86,194,362.379,640.271
87,198,362.465,641.730
88,192,362.827,641.336
89,195,361.270,640.948
90,191,362.735,640.998
91,193,364.469,640.846
92,199,366.063,640.261
93,207,366.968,641.274
94,192,367.884,642.253
95,194,368.097,640.752
96,198,370.457,641.479
97,199,371.220,640.825
98,206,370.568,639.489
99,199,371.235,636.939
100,198,371.322,635.733
101,203,371.674,636.830
102,201,370.248,636.537
103,192,367.944,636.664
104,191,369.027,638.154
105,196,371.229,638.468
106,195,372.487,640.563
107,195,370.143,639.802
108,198,370.216,640.860
109,192,370.703,642.103
110,200,370.305,642.095
111,200,372.992,645.702
112,201,374.045,645.674
113,194,374.428,643.658
114,193,372.883,644.344
115,210,372.471,643.777
116,194,372.838,643.661
117,195,375.677,643.626
118,198,376.172,643.164
119,193,375.307,642.837
120,193,373.696,643.786
121,204,370.870,644.404
122,203,369.940,646.094
123,196,369.690,647.388
124,197,368.461,648.437
125,212,367.837,652.020
126,201,367.960,655.365
127,213,367.146,655.709
128,207,363.113,654.509
129,205,360.514,653.929
130,217,360.796,657.643
131,194,357.839,660.096
132,204,355.550,657.775
133,207,355.387,660.023
134,194,354.357,661.517
135,200,354.594,662.379
136,206,354.502,664.308
137,197,355.670,665.591
138,199,356.620,667.563
139,196,356.658,665.570
140,199,355.790,666.261
141,205,354.920,666.099
142,212,353.788,665.069
143,203,350.259,665.679
144,207,348.511,664.771
145,200,346.734,664.900
146,197,346.308,665.208
147,208,346.837,665.032
148,205,347.611,662.148
149,201,346.223,664.092
150,209,342.855,664.447
151,197,344.046,663.835
152,198,343.226,663.527
153,204,341.773,663.670
154,202,338.500,664.388
155,202,338.959,663.972
156,198,339.522,663.284
157,198,339.272,660.828
158,193,338.650,661.181
159,199,338.253,661.854
160,200,336.002,661.527
161,206,334.685,661.069
162,201,333.175,656.985
163,201,335.915,658.969
164,195,336.527,659.528
165,203,336.832,661.328
166,195,335.687,663.586
167,209,334.759,664.541
168,190,333.007,667.249
169,202,332.957,668.254
170,189,334.040,667.557
171,199,334.085,668.669
172,193,332.775,666.932
173,198,331.120,664.528
174,202,331.077,663.358
175,201,332.303,664.983
176,202,334.605,667.116
177,198,334.681,667.460
178,193,336.064,667.619
179,194,335.196,670.154
180,197,335.685,670.993
181,194,337.935,669.798
182,198,337.522,668.583
183,191,336.130,667.319
184,202,335.353,667.633
185,206,334.110,666.773
186,200,336.491,666.518
187,202,335.858,666.148
188,206,334.967,669.139
189,211,333.432,668.911
190,211,333.390,671.787
191,211,332.532,671.119
192,208,330.316,673.000
193,204,331.171,673.313
194,200,330.119,671.304
195,202,328.675,669.665
196,208,325.006,670.747
197,208,323.925,667.578
198,208,325.690,666.780
199,201,328.252,666.567
200,190,330.351,665.906
201,193,331.556,666.107
202,206,331.812,666.055
203,208,333.766,665.927
204,197,334.625,668.211
205,207,334.642,667.397
206,208,334.350,667.853
207,212,334.779,670.860
208,203,333.322,671.270
209,207,333.187,672.371
210,214,337.580,674.929
211,212,337.607,675.287
212,210,337.786,673.222
213,209,337.612,671.390
214,205,338.063,672.173
215,205,336.720,672.490
216,212,338.643,671.803
217,206,340.976,673.429
218,208,342.004,673.286
219,205,340.552,672.325
220,207,337.880,673.942
221,209,334.937,674.147
222,207,332.184,674.658
223,207,332.686,674.435
224,208,332.630,673.906
225,211,332.644,673.219
226,203,332.736,673.158
227,217,334.642,672.006
228,202,334.300,670.566
229,210,334.980,671.125
230,207,334.363,670.927
231,208,335.423,673.111
232,205,333.879,673.373
233,204,335.642,673.385
234,206,336.543,674.452
235,202,337.058,671.149
236,207,335.254,671.172
237,207,335.722,669.118
238,204,335.963,667.759
239,206,335.703,667.096
240,210,334.394,668.767
241,204,333.849,669.054
242,196,335.048,666.410
243,190,334.468,668.099
244,199,335.754,668.252
245,206,336.067,668.820
246,206,335.394,670.863
247,205,334.638,668.707
248,197,333.071,668.330
249,206,333.050,664.965
250,196,332.292,665.341
251,207,331.473,667.986
252,204,329.594,671.630
253,208,326.909,672.692
254,207,327.376,672.086
255,207,327.989,671.298
256,210,328.709,672.876
257,206,327.284,673.769
258,206,326.527,673.462
259,214,326.369,672.532
260,213,323.869,669.036
261,210,320.482,669.373
262,205,318.926,668.326
263,205,318.148,668.194
264,218,318.562,669.675
265,209,318.365,674.394
266,207,319.047,673.624
267,210,318.423,672.705
268,211,318.842,673.211
269,206,319.447,672.807
270,202,318.079,673.666
271,210,316.888,672.733
272,208,316.226,672.934
273,200,316.102,673.642
274,199,317.517,673.884
275,200,317.544,674.379
276,211,318.733,674.686
277,208,319.528,677.471
278,208,318.394,677.598
279,200,316.628,677.000
280,201,313.132,678.144
281,209,313.355,680.204
282,210,314.560,681.164
283,205,316.062,680.616
284,209,314.604,678.276
285,213,316.795,677.645
286,205,317.501,676.304
287,196,316.155,674.996
288,188,317.646,676.412
289,185,320.176,677.105
290,189,320.273,676.794
291,186,319.985,677.091
292,186,322.834,678.832
293,196,322.220,679.216
294,195,319.957,679.205
295,187,320.990,677.166
296,195,319.323,677.329
297,203,317.269,675.794
298,202,317.143,675.815
299,208,318.834,674.926
300,204,318.789,675.684
301,204,319.955,676.968
302,206,320.952,678.468
303,208,319.334,678.435
304,208,320.221,674.032
305,212,316.968,673.346
306,210,318.458,674.127
307,208,319.953,675.120
308,208,318.064,673.516
309,205,316.873,670.118
310,215,315.618,666.732
311,203,316.307,664.203
312,201,314.363,664.522
313,203,315.932,665.000
314,201,315.947,662.936
315,207,315.961,662.720
316,208,316.081,664.272
317,205,316.213,663.728
318,199,314.914,664.371
319,207,315.517,664.583
320,204,314.953,662.766
321,205,315.750,664.046
322,203,313.985,664.463
323,201,312.085,664.739
324,204,309.507,665.476
325,209,308.836,666.684
326,205,307.857,667.589
327,200,306.134,667.894
328,199,303.770,665.662
329,201,300.093,668.032
330,204,300.102,667.867
331,203,299.557,668.271
332,201,300.314,666.661
333,193,298.995,665.509
334,197,298.574,664.582
335,205,298.489,667.347
336,201,299.957,668.749
337,206,299.045,667.750
338,205,301.670,665.483
339,203,302.561,663.456
340,202,304.061,663.766
341,204,305.513,663.923
342,204,304.999,663.686
343,208,303.785,662.411
344,205,302.785,660.354
345,207,304.727,659.741
346,206,304.921,661.875
347,201,304.611,661.997
348,206,302.366,659.772
349,212,299.082,659.790
350,203,299.662,658.189
351,204,301.484,660.482
352,209,299.990,660.052
353,206,303.455,659.077
354,198,304.307,658.763
355,207,305.584,658.697
356,206,306.112,656.686
357,206,307.034,654.262
358,203,307.935,653.547
359,201,307.788,653.201
360,205,307.949,654.847
361,196,308.714,656.542
362,200,307.743,657.698
363,201,306.916,657.474
364,202,306.815,656.940
365,196,305.397,657.830
366,198,306.572,658.501
367,194,308.098,657.467
368,197,308.815,658.684
369,196,309.609,657.700
370,198,310.548,655.736
371,194,312.279,654.795
372,198,313.797,654.044
373,196,312.253,651.841
374,205,315.146,650.629
375,200,317.568,650.587
376,196,316.412,649.697
377,203,314.684,647.747
378,202,312.583,647.234
379,206,311.120,645.449
380,196,309.519,644.345
381,194,308.043,645.322
382,193,307.565,645.351
383,196,306.996,647.557
384,201,307.177,650.066
385,199,307.714,652.079
386,194,307.723,653.490
387,204,308.160,652.408
388,192,310.443,654.495
389,196,310.967,654.557
390,191,311.067,653.934
391,214,311.900,657.493
392,208,315.191,659.860
393,199,316.964,661.066
394,194,317.854,659.842
395,198,318.757,660.612
396,198,319.415,661.651
397,199,318.012,660.140
398,199,315.356,659.422
399,192,315.361,658.107
400,216,315.563,656.267
401,206,314.779,653.972
402,202,315.811,655.900
403,203,317.641,656.488
404,203,317.190,657.762
405,200,317.070,657.521
406,208,315.018,657.092
407,205,314.569,655.214
408,206,315.486,655.292
409,204,312.905,654.908
410,204,311.261,655.316
411,193,312.741,656.308
412,190,315.867,657.727
413,192,317.148,659.169
414,203,317.547,658.739
415,190,315.898,658.614
416,192,314.835,659.296
417,187,313.641,658.802
418,196,314.220,659.278
419,204,314.190,660.391
420,199,312.925,662.057
421,198,314.791,663.504
422,193,314.241,662.405
423,198,314.730,662.922
424,190,315.525,664.275
425,191,317.874,665.249
426,184,316.436,666.328
427,190,315.549,667.914
