 ,Area,XM,YM
266,219,495.759,484.215
267,226,497.328,486.452
268,232,501.895,485.386
269,207,500.703,482.450
270,198,499.150,481.691
271,196,497.275,480.602
272,211,495.982,482.560
273,219,495.865,485.651
274,234,499.731,486.936
275,232,501.278,484.894
276,197,500.150,481.572
277,203,497.834,481.565
278,215,495.945,483.243
279,219,496.234,484.582
280,219,495.377,484.156
281,215,496.991,482.822
282,202,497.884,481.499
283,197,497.396,480.749
284,191,496.716,479.740
285,211,495.282,483.028
286,213,496.652,485.258
287,226,498.158,485.322
288,234,500.617,485.062
289,226,501.200,484.153
290,202,500.359,481.723
291,193,498.381,480.582
292,203,496.796,481.949
293,212,494.882,483.090
294,221,498.123,486.299
295,225,501.986,484.827
296,211,501.353,481.591
297,186,498.993,479.867
298,207,494.946,482.386
299,225,497.813,486.113
300,234,500.603,485.858
301,217,502.061,482.394
302,205,500.651,481.452
303,196,499.048,480.686
304,209,497.476,481.431
305,210,496.674,483.457
306,226,498.971,486.056
307,228,501.913,486.099
308,199,501.969,481.100
309,189,498.905,480.393
310,210,501.213,482.105
311,198,500.486,480.622
312,212,497.374,482.699
313,210,497.146,482.772
314,214,497.727,484.318
315,229,497.754,486.418
316,237,500.664,486.913
317,226,502.883,483.997
318,203,501.543,480.975
319,195,498.869,480.819
320,207,495.811,482.793
321,219,497.454,486.637
322,229,499.864,486.175
323,234,502.439,484.554
324,223,502.722,483.385
325,197,502.046,480.731
326,210,502.493,481.219
327,227,502.471,483.732
328,220,502.274,482.458
329,205,501.430,480.134
330,192,499.310,479.829
331,204,497.681,481.443
332,217,496.256,482.643
333,229,497.891,485.253
334,219,496.334,483.574
335,224,497.978,484.347
336,225,497.265,484.609
337,225,497.145,485.102
338,234,498.971,485.922
339,232,500.116,485.837
340,239,502.562,484.261
341,228,501.787,484.264
342,236,501.661,484.877
343,236,502.062,484.499
344,221,502.471,483.465
345,206,499.435,481.218
346,195,497.979,480.110
347,214,496.609,481.000
348,214,495.661,481.299
349,222,496.097,484.178
350,237,499.943,486.145
351,241,501.631,484.064
352,196,500.541,480.460
353,201,496.653,479.447
354,220,495.948,482.274
355,226,496.634,484.979
356,243,501.107,485.314
357,227,501.834,482.001
358,193,499.231,479.264
359,210,496.245,480.729
360,224,496.861,483.935
361,232,499.708,484.526
362,224,501.162,481.833
363,195,498.609,478.993
364,207,496.244,479.997
365,227,496.537,483.937
366,234,498.032,484.280
367,236,501.104,485.049
368,213,501.431,481.182
369,193,498.189,478.765
370,218,496.248,481.976
371,230,497.207,484.949
372,236,496.897,485.639
373,233,501.204,483.170
374,213,500.909,480.972
375,207,497.948,479.567
376,211,495.327,479.770
377,219,495.161,482.014
378,216,495.410,482.079
379,217,495.351,483.967
380,233,496.575,484.573
381,235,497.266,485.010
382,239,498.897,486.559
383,240,500.755,485.047
384,218,500.650,481.371
385,198,498.758,479.465
386,216,495.557,480.419
387,214,494.795,481.536
388,227,495.720,483.759
389,234,497.855,484.069
390,243,499.645,484.443
391,226,500.582,482.025
392,212,498.633,480.223
393,217,495.704,480.366
394,210,495.454,480.611
395,230,496.534,485.257
396,247,500.717,484.930
397,225,500.876,481.581
398,219,498.826,479.963
399,204,495.802,478.349
400,211,495.130,479.854
401,225,494.539,481.549
402,230,495.464,484.068
403,235,498.372,484.384
404,240,501.029,482.819
405,241,500.979,482.818
406,233,501.015,481.472
407,207,498.841,479.333
408,225,495.140,481.692
409,232,496.385,483.990
410,232,497.687,484.606
411,241,498.604,484.539
412,240,500.681,481.854
413,231,501.441,481.445
414,206,498.832,478.335
415,219,496.072,479.173
416,229,495.810,483.253
417,227,500.199,481.314
418,206,496.294,478.572
419,225,494.875,480.907
420,238,497.743,483.776
421,243,500.758,482.807
422,233,501.416,481.768
423,224,500.769,480.174
424,220,497.711,479.754
425,199,499.353,479.006
426,205,496.678,477.901
427,217,494.969,480.576
428,220,495.875,482.233
429,245,499.975,485.280
430,251,501.390,483.599
431,209,500.647,479.210
432,206,497.501,477.921
433,224,495.101,480.674
434,231,496.466,484.493
435,238,499.619,484.362
436,232,500.597,480.698
437,219,498.438,479.792
438,212,497.483,478.577
439,215,495.022,480.686
440,240,497.821,484.298
441,238,500.734,484.155
442,237,501.455,483.293
443,223,500.343,480.342
444,210,497.720,478.553
445,219,494.655,480.116
446,233,496.646,484.144
447,247,499.625,484.855
448,242,501.910,482.254
449,213,499.346,479.921
450,218,496.708,479.145
451,224,495.610,482.355
452,246,497.627,485.776
453,246,500.655,484.221
454,236,501.967,482.808
455,233,501.772,482.225
456,213,497.233,479.127
457,212,497.389,479.237
458,204,496.233,478.370
459,229,496.267,482.854
460,232,497.074,484.545
461,247,500.968,484.950
462,240,501.820,483.306
463,240,500.384,484.052
464,237,501.357,483.300
465,240,501.494,483.629
466,233,501.516,482.483
467,236,501.541,481.941
468,230,501.964,481.515
469,201,499.018,478.970
470,222,496.268,480.822
471,237,496.416,483.431
472,241,497.996,484.604
473,237,499.141,484.284
474,240,500.804,484.277
475,245,501.523,483.634
476,241,501.419,483.175
477,236,501.990,482.209
478,207,499.285,479.571
479,218,496.495,480.210
480,225,496.865,481.153
481,238,496.666,483.406
482,248,498.890,485.581
483,239,499.933,484.758
484,243,500.828,484.269
485,243,501.597,483.418
486,234,502.238,481.660
487,210,501.698,480.119
488,205,497.692,478.695
489,219,495.795,480.536
490,229,495.639,483.366
491,241,498.851,485.391
492,245,502.371,483.691
493,220,501.051,480.955
494,213,499.045,479.908
495,203,500.499,479.622
496,229,501.164,482.103
497,241,501.573,483.828
498,250,501.096,485.696
499,245,501.785,483.499
500,219,500.623,481.203
501,201,499.263,479.082
