 ,Area,XM,YM
1,899,1053.760,176.393
2,935,1053.017,177.338
3,931,1052.849,177.024
4,932,1052.644,178.001
5,887,1054.414,180.105
6,924,1053.403,181.793
7,930,1053.220,179.693
8,924,1053.130,180.029
9,937,1056.381,184.804
10,934,1055.414,183.726
11,937,1055.724,184.552
12,941,1054.893,183.702
13,929,1056.635,185.238
14,896,1059.302,186.507
15,932,1060.646,187.492
16,924,1062.087,188.438
17,938,1061.467,188.124
18,949,1062.886,188.319
19,929,1064.404,188.311
20,895,1064.019,187.336
21,859,1063.461,185.809
22,773,1061.862,183.085
23,815,1060.405,184.295
24,801,1058.854,183.868
25,753,1060.977,181.344
26,750,1064.147,181.428
27,759,1065.226,180.933
28,786,1062.152,183.350
29,871,1060.495,185.547
30,912,1061.071,186.813
31,939,1060.732,187.772
32,908,1062.935,188.091
33,879,1061.518,186.861
34,844,1061.453,185.366
35,871,1060.325,185.921
36,872,1059.992,185.895
37,887,1057.917,185.455
38,849,1058.257,184.661
39,869,1061.000,186.290
40,835,1061.317,185.493
41,856,1060.518,185.943
42,861,1060.568,186.149
43,869,1060.787,186.142
44,807,1063.778,184.027
45,796,1064.340,183.857
46,816,1062.266,184.578
47,819,1060.450,184.736
48,855,1056.423,182.552
49,861,1056.549,182.797
50,904,1057.763,184.897
51,899,1059.497,186.240
52,926,1059.080,186.961
53,944,1057.676,186.481
54,938,1056.914,186.106
55,949,1056.986,186.316
56,932,1056.712,185.779
57,908,1058.481,186.160
58,895,1059.405,186.262
59,893,1060.586,187.123
60,868,1059.408,185.487
61,828,1057.901,182.982
62,805,1060.823,183.237
63,794,1062.106,183.657
64,826,1062.191,184.885
65,795,1059.744,182.021
66,810,1060.265,184.329
67,865,1059.769,185.062
68,890,1059.700,185.742
69,909,1057.830,185.314
70,905,1057.931,185.195
71,908,1056.161,184.405
72,931,1054.645,183.772
73,911,1054.881,182.912
74,899,1055.715,182.767
75,901,1057.392,184.839
76,904,1057.230,184.206
77,927,1055.055,183.735
78,936,1054.130,182.824
79,881,1054.860,181.842
80,841,1055.121,179.235
81,836,1055.938,179.948
82,801,1058.041,180.781
