 ,Area,XM,YM
1,857,721.801,219.764
2,902,723.827,218.799
3,878,725.546,218.082
4,900,726.427,217.947
5,887,723.272,219.476
6,926,724.194,220.481
7,913,725.429,219.176
8,838,724.353,216.589
9,813,725.150,214.435
10,880,727.925,213.765
11,886,727.866,215.534
12,949,727.538,214.906
13,911,728.760,212.563
14,831,729.079,210.641
15,875,725.903,216.808
16,964,726.587,218.082
17,947,726.715,217.179
18,950,728.301,216.222
19,946,726.742,218.427
20,966,726.403,219.178
21,925,726.868,216.671
22,847,725.307,216.269
23,927,722.645,220.861
24,1032,724.381,220.643
25,1086,725.093,219.913
26,1025,725.952,219.036
27,1030,726.767,218.409
28,1016,728.518,217.130
29,987,725.651,219.713
30,955,726.158,219.194
31,938,723.226,220.680
32,924,725.136,219.275
33,950,726.384,217.824
34,986,726.515,217.977
35,1028,725.446,219.042
36,1004,728.010,217.176
37,1034,729.377,217.427
38,1002,729.587,218.081
39,1003,728.869,218.850
40,999,728.819,216.816
41,950,726.931,218.866
42,973,727.970,218.717
43,985,728.147,217.661
44,912,725.749,217.189
45,863,725.855,217.623
46,802,721.072,217.882
47,797,721.040,217.725
48,874,721.999,219.315
49,864,723.911,218.525
50,815,723.283,215.501
51,784,721.990,213.012
52,819,722.505,214.638
53,845,723.163,216.681
54,854,726.068,214.695
55,927,730.063,214.016
56,1014,729.029,215.645
57,1040,729.112,216.890
58,1051,728.990,216.336
59,1033,726.591,219.560
60,1043,723.422,221.589
61,1090,726.750,218.503
62,1090,727.220,218.750
63,1032,726.750,219.696
64,1049,724.672,220.597
65,1021,722.761,220.667
66,1077,725.918,218.676
67,1073,726.600,219.196
68,946,723.658,220.068
69,861,720.776,220.020
70,952,720.867,221.699
71,950,719.137,222.091
72,954,716.223,223.108
73,873,718.052,221.316
74,842,719.143,220.255
75,867,719.051,221.651
76,896,722.891,220.427
77,905,722.967,219.609
78,919,726.925,217.344
79,905,726.843,217.193
80,893,725.200,218.252
81,888,724.391,218.434
82,901,724.531,218.699
83,880,725.371,217.835
84,881,721.827,218.572
85,935,721.272,222.078
86,908,723.221,219.519
87,878,722.657,216.806
88,797,718.648,218.536
89,866,719.271,220.138
90,900,720.041,221.080
91,917,721.179,221.211
92,895,720.159,221.042
93,839,720.211,219.509
94,838,720.124,220.629
95,851,717.322,220.840
96,966,720.683,222.163
97,940,722.194,221.259
98,917,719.225,221.748
99,874,720.389,220.738
100,973,723.163,221.847
101,1024,728.427,218.096
102,1063,731.151,216.038
103,1009,731.025,214.617
104,1044,734.964,211.050
105,1091,735.748,209.695
106,1104,733.762,211.962
107,1113,734.931,212.189
108,1059,734.127,213.431
109,1041,733.558,215.229
110,944,728.422,217.540
111,860,725.453,218.227
112,845,722.677,218.760
113,865,721.918,220.283
114,933,725.817,219.236
115,1005,730.153,218.157
116,976,729.605,217.866
117,980,730.327,215.141
118,992,729.053,217.187
119,991,727.132,219.545
120,951,725.616,219.419
121,984,722.982,221.158
122,1005,722.016,221.404
123,972,724.109,220.752
124,1007,723.797,220.483
125,980,725.791,219.496
126,1019,722.162,222.069
127,1001,723.833,221.231
128,1045,724.740,220.709
129,1038,726.006,220.351
130,997,726.682,218.818
131,1014,724.182,220.796
132,1028,724.372,221.355
133,957,722.770,220.781
134,855,724.503,218.316
135,908,723.484,219.881
136,973,727.961,218.929
137,992,727.031,217.725
138,1000,725.314,219.295
139,1003,727.226,219.687
140,972,724.962,220.872
141,855,726.587,214.856
142,813,726.195,211.079
143,852,727.027,212.275
144,991,728.968,213.042
145,1015,732.879,211.403
146,1058,733.975,213.381
147,1071,730.674,214.232
148,1016,728.947,217.983
149,969,728.357,217.607
150,962,729.855,217.252
151,991,727.412,219.143
152,1037,729.162,218.636
153,1059,731.491,215.895
154,1034,731.334,216.228
155,1068,733.324,213.249
156,992,732.497,213.957
157,972,730.522,215.944
158,918,727.543,216.878
159,919,725.015,218.407
160,925,726.338,218.532
161,934,727.841,218.144
162,894,725.267,218.343
163,969,723.865,219.949
164,992,723.168,222.096
165,956,727.437,218.291
166,975,729.198,216.385
167,896,725.613,217.630
