 ,Area,XM,YM
1,653,798.983,584.959
2,706,796.712,585.465
3,738,795.659,584.047
4,735,794.578,583.253
5,713,794.418,582.379
6,734,792.582,582.691
7,666,794.204,582.623
8,629,795.649,583.501
9,624,797.696,583.211
10,713,797.343,583.969
11,737,794.743,583.281
12,702,793.607,582.284
13,643,792.678,582.147
14,581,794.354,578.850
15,575,792.975,575.696
16,601,792.064,572.868
17,594,789.465,573.541
18,596,791.209,577.574
19,623,790.594,579.853
20,617,789.282,577.561
21,636,789.686,574.494
22,635,787.940,574.654
23,619,790.401,575.893
24,620,789.663,579.573
25,658,793.733,581.218
26,663,793.975,579.374
27,638,790.934,575.943
28,646,788.074,574.146
29,637,787.138,572.127
30,635,787.740,572.213
31,616,786.263,570.921
32,659,787.113,570.602
33,683,788.861,567.898
34,638,789.558,569.210
35,628,787.462,573.422
36,629,787.618,573.913
37,669,788.725,572.829
38,672,789.533,570.071
39,734,787.285,567.805
40,716,785.346,568.725
41,647,787.415,570.639
42,615,787.774,572.106
43,587,789.489,572.189
44,608,788.306,571.447
45,632,786.111,573.460
46,631,787.023,572.430
47,610,788.380,573.245
48,619,788.612,576.067
49,638,786.695,577.034
50,621,787.229,576.365
51,595,788.766,576.691
52,609,789.879,577.001
53,611,787.076,575.782
54,625,789.076,576.512
55,634,787.681,579.334
56,620,787.872,577.356
57,605,787.180,575.414
58,634,785.866,573.080
59,633,785.182,571.323
60,658,785.293,571.396
61,663,789.284,574.027
62,590,793.264,575.156
63,582,793.804,572.759
64,575,794.198,571.929
65,599,791.361,573.512
66,576,791.592,571.081
67,579,793.324,572.673
68,575,795.656,572.213
69,614,797.495,570.798
70,596,801.381,571.532
71,596,801.942,572.467
72,597,798.660,574.752
73,559,793.038,577.214
74,577,795.514,578.263
75,574,796.123,580.900
76,613,795.052,581.942
77,622,793.445,579.832
78,598,792.507,577.718
79,551,793.272,577.548
80,564,792.612,577.541
81,565,793.204,574.595
82,554,794.282,573.557
83,565,794.676,577.137
84,577,791.605,576.693
85,568,790.419,575.210
86,556,791.863,576.781
87,579,795.410,577.197
88,575,796.784,580.371
89,565,797.124,580.284
90,602,795.542,581.772
91,626,793.167,582.381
92,639,794.844,583.252
93,610,795.888,582.720
94,613,797.326,583.508
95,628,796.540,582.254
96,619,795.063,581.884
97,666,792.322,584.025
98,654,794.353,583.897
99,617,795.282,583.787
100,645,793.840,582.959
101,687,793.798,583.995
102,695,790.885,581.662
103,726,791.227,582.543
104,697,794.281,583.683
105,726,792.126,583.300
106,682,791.739,583.078
107,636,792.075,581.814
108,617,791.912,580.493
109,634,791.037,581.331
110,637,794.913,581.486
111,611,796.544,584.141
112,587,794.782,581.752
113,573,796.668,581.097
114,578,796.131,579.508
115,558,796.391,578.156
116,585,796.045,577.639
117,570,789.963,576.793
118,590,789.307,577.268
119,618,788.440,578.472
120,624,789.043,579.662
121,617,789.375,579.976
122,612,792.381,580.476
123,640,789.618,579.545
124,641,787.206,578.703
125,638,789.914,578.796
126,625,789.968,577.539
127,582,787.901,576.256
128,576,789.509,575.989
129,567,793.830,577.751
130,555,792.649,576.809
131,583,790.914,578.650
132,579,793.024,578.811
133,590,793.574,577.224
134,566,794.380,578.074
135,553,798.389,574.960
136,579,797.270,573.934
137,559,794.728,575.441
138,553,791.560,576.591
139,583,791.279,576.942
140,574,795.197,577.004
141,560,793.950,577.149
142,551,790.329,574.744
143,593,791.687,577.684
144,596,791.978,580.314
145,600,790.560,580.902
146,609,791.814,580.685
147,600,790.765,579.993
148,589,792.607,579.924
149,584,793.760,580.438
150,588,792.824,581.072
151,561,794.365,581.701
152,564,795.217,581.217
153,578,795.457,580.931
154,589,792.319,580.111
155,616,791.928,582.252
156,634,792.677,581.317
157,599,793.889,582.386
158,582,795.208,583.165
159,580,799.159,585.132
160,554,797.264,582.089
161,546,797.479,580.099
162,558,799.715,578.306
163,548,802.324,579.817
164,551,801.433,581.826
165,542,804.928,580.696
166,561,806.094,581.805
167,562,802.864,583.534
168,589,800.976,584.872
169,587,802.522,585.449
170,610,798.920,583.588
171,643,792.028,583.049
172,693,792.693,583.841
173,643,793.423,582.601
174,572,795.684,583.626
175,559,794.956,582.390
176,532,796.286,581.010
177,533,796.047,579.435
178,546,797.271,580.742
179,550,796.969,581.193
180,592,795.327,582.005
181,638,791.010,583.482
182,597,790.216,581.645
183,567,792.021,579.180
184,541,792.016,576.772
185,554,796.136,579.615
186,574,796.964,581.039
187,570,793.559,581.447
188,538,795.516,580.386
189,543,796.334,578.728
190,548,795.573,578.840
191,548,791.721,579.080
192,583,792.668,578.045
193,600,789.342,575.547
194,559,792.098,575.368
195,550,793.266,576.075
196,547,791.192,576.630
197,534,791.090,575.129
198,533,791.777,574.729
199,549,788.993,575.138
200,552,789.310,576.957
201,571,789.203,576.854
202,562,793.278,579.807
203,523,793.790,577.408
204,550,792.939,580.784
205,569,795.455,583.523
206,615,800.488,584.461
207,601,805.582,585.369
208,584,805.802,585.607
209,635,800.978,585.877
210,649,800.587,584.870
211,627,800.611,585.976
212,594,803.292,585.776
213,605,802.242,586.998
214,672,800.844,584.989
215,662,795.980,585.816
216,689,792.935,585.618
217,719,794.436,587.829
218,711,797.029,587.027
219,618,799.726,583.768
220,607,802.943,583.916
221,553,803.772,582.920
222,603,803.007,577.840
223,573,803.817,578.710
224,523,801.332,579.008
225,527,800.092,578.378
226,540,797.826,580.817
227,519,797.293,579.627
228,539,799.220,576.528
229,529,799.923,580.143
230,528,800.767,579.301
231,530,799.544,579.905
232,523,798.477,579.944
233,556,801.501,581.570
234,542,799.454,581.281
235,542,799.016,582.321
236,546,799.618,582.749
237,550,797.325,582.257
238,575,794.170,583.746
239,576,794.123,583.443
240,580,793.094,582.898
241,590,796.418,584.196
242,646,789.437,579.786
243,611,791.692,578.025
244,599,789.024,577.348
245,584,788.657,575.721
246,604,790.299,576.265
247,580,790.116,575.592
248,558,791.426,574.641
249,549,789.687,575.630
250,558,791.625,576.580
251,524,796.150,579.285
252,520,797.731,577.273
253,528,798.747,576.965
254,533,799.078,578.240
255,527,795.754,576.776
256,550,798.331,581.312
257,543,798.475,580.616
258,546,802.960,580.765
259,548,800.235,578.669
260,567,795.353,575.888
261,540,792.133,574.724
262,554,789.977,576.722
263,550,791.781,576.773
264,549,790.934,576.873
265,581,788.779,575.972
266,625,788.595,577.399
267,617,791.043,576.678
268,591,790.403,577.366
269,580,790.417,574.142
270,589,790.633,574.646
271,569,791.065,573.785
272,570,791.105,572.602
273,581,789.333,576.091
274,572,789.390,575.835
275,574,793.664,576.773
276,551,796.840,579.168
277,552,796.277,579.548
278,573,794.685,582.457
279,559,797.123,582.091
280,581,794.763,582.106
281,562,793.273,581.268
282,569,790.904,580.283
283,562,792.827,581.842
284,572,796.997,582.542
285,570,798.119,584.398
286,610,796.543,584.897
287,547,799.567,583.210
288,550,801.212,582.780
289,548,798.967,582.463
290,553,800.690,582.615
291,536,803.043,581.428
292,532,803.148,581.368
293,534,799.436,578.015
294,551,800.047,580.159
295,535,794.696,578.569
296,557,795.522,582.771
297,538,797.330,581.097
298,540,795.942,580.859
299,528,798.457,577.888
300,533,801.655,578.534
301,530,803.074,580.736
302,532,801.649,578.130
303,539,802.686,577.947
304,529,801.887,577.531
305,545,801.979,579.569
306,535,800.785,578.785
307,552,804.210,582.998
308,562,806.036,582.409
309,612,806.012,581.777
310,623,803.003,583.855
311,584,801.230,584.884
312,568,801.535,584.221
313,529,802.895,581.345
314,575,806.469,577.220
315,559,804.867,576.659
316,610,804.881,577.485
317,601,809.745,577.092
318,604,806.847,574.752
319,550,804.285,576.973
320,526,802.169,577.226
321,526,800.889,578.745
322,523,801.337,577.683
323,550,799.682,573.297
324,558,798.381,571.190
325,539,794.433,575.443
326,530,793.671,576.694
327,534,794.159,576.476
328,547,795.122,579.959
329,576,793.653,582.668
330,568,791.997,581.577
331,581,791.587,581.613
332,610,789.602,580.890
333,583,789.581,579.785
334,567,790.853,577.455
335,585,789.114,575.214
336,600,787.513,573.907
337,584,789.604,574.794
338,582,789.476,573.024
339,595,791.748,572.558
340,566,792.209,570.338
341,556,792.077,569.489
