 ,Area,XM,YM
1,1035,746.338,562.890
2,1032,748.020,564.166
3,1012,748.748,565.392
4,1022,748.501,563.286
5,1014,749.336,563.895
6,1009,748.662,562.387
7,982,746.424,564.101
8,956,745.344,564.871
9,950,742.545,564.946
10,966,741.577,562.112
11,946,740.053,563.384
12,993,743.597,564.292
13,1014,746.445,563.717
14,1042,749.973,565.439
15,1064,750.900,562.337
16,1041,750.451,562.859
17,1044,747.279,561.259
18,962,745.691,564.127
19,966,746.888,566.955
20,967,747.057,568.942
21,983,747.294,565.493
22,981,744.670,563.084
23,949,745.378,568.116
24,907,743.452,569.695
25,907,741.844,571.390
26,948,741.919,572.792
27,955,744.085,570.280
28,915,741.139,569.634
29,911,738.912,572.747
30,922,741.204,565.674
31,928,745.693,567.400
32,976,748.062,570.467
33,1007,750.365,571.475
34,976,749.593,570.336
35,980,748.242,569.084
36,934,746.290,570.649
37,920,745.455,566.896
38,932,743.706,565.286
39,958,745.289,566.220
40,961,745.410,565.409
41,1037,747.260,563.076
42,1039,748.454,562.015
43,1031,746.857,559.954
44,1026,747.598,561.722
45,1032,747.148,561.830
46,1030,747.591,561.615
47,1020,748.047,561.834
48,1047,750.505,563.902
49,1042,750.119,564.096
50,1066,753.359,566.942
51,1048,752.932,566.452
52,1035,751.159,564.859
53,1065,751.581,562.729
54,1047,750.502,561.488
55,1034,750.374,562.945
56,1044,747.227,560.826
57,1019,745.421,561.414
58,1034,746.422,561.851
59,1015,746.654,563.545
60,1014,747.004,562.158
61,1008,745.210,562.776
62,1022,745.677,561.867
63,995,747.406,562.978
64,977,748.307,565.548
65,928,748.100,570.402
66,947,748.767,568.559
67,944,747.414,566.342
68,961,747.852,566.784
69,957,745.929,565.603
70,947,747.224,566.242
71,981,747.925,565.813
72,1004,748.108,565.000
73,999,748.307,568.462
74,1001,748.718,566.629
75,998,749.803,566.545
76,1036,747.937,564.908
77,1030,746.230,560.971
78,1000,740.530,560.931
79,1017,742.308,560.699
80,1023,742.615,559.786
81,1015,744.316,560.989
82,990,741.491,561.704
83,979,742.848,564.647
84,1007,746.839,563.621
85,1010,748.344,564.091
86,1011,749.447,566.094
87,1014,749.634,566.907
88,1007,749.722,567.302
89,1003,745.572,565.572
90,1056,749.607,565.536
91,1022,751.415,564.535
