 ,Area,XM,YM
349,518,794.315,582.948
350,496,797.471,580.743
351,496,793.405,578.695
352,517,792.810,580.292
353,545,792.927,580.915
354,580,794.582,582.776
355,571,794.427,581.280
356,540,792.112,578.487
357,511,790.121,578.079
358,520,791.841,579.484
359,498,794.467,580.611
360,512,793.440,580.193
361,572,791.214,580.484
362,524,788.019,576.656
363,517,789.307,576.452
364,499,791.553,578.834
365,487,791.932,577.626
366,490,791.521,577.531
367,493,795.483,577.033
368,478,793.253,575.463
369,489,789.924,573.387
370,510,790.487,570.558
371,510,790.339,571.743
372,522,788.246,574.639
373,513,788.463,573.971
374,497,789.527,572.930
375,514,791.081,572.636
376,529,790.818,570.790
377,545,792.182,570.707
378,529,799.281,575.327
379,502,801.021,577.704
380,476,803.278,578.139
381,498,799.320,577.449
382,505,794.918,578.955
383,491,796.376,581.173
384,498,795.263,581.375
385,478,798.554,580.820
386,475,797.068,578.426
387,486,795.109,577.945
388,485,791.285,577.508
389,524,791.801,579.791
390,524,793.534,581.643
391,533,792.079,580.953
392,514,792.670,581.092
393,528,791.074,579.692
394,527,793.236,580.761
395,558,791.099,581.017
396,539,788.673,579.022
397,550,792.424,580.536
398,491,797.252,581.673
399,487,797.402,580.831
400,515,792.901,580.615
401,490,790.322,575.848
402,520,787.073,574.863
403,541,790.779,572.579
404,527,790.984,568.878
405,517,790.728,567.152
406,523,791.956,566.724
407,500,791.073,569.368
408,482,792.799,569.260
409,487,792.618,570.054
410,482,792.241,572.737
411,475,795.650,572.440
412,506,799.422,569.752
413,488,800.441,573.016
414,500,796.891,573.068
415,463,793.419,574.184
416,490,790.724,576.333
417,488,789.292,575.130
418,526,791.522,577.134
419,483,793.208,575.703
420,502,789.486,576.916
421,520,788.811,576.789
422,504,788.992,576.469
423,518,787.760,575.436
424,505,787.891,572.139
425,487,788.647,573.148
426,502,788.109,572.570
427,505,787.381,573.454
428,495,789.243,574.101
429,494,791.801,575.238
430,471,793.285,578.403
431,486,798.786,578.952
432,477,798.804,578.688
433,468,796.684,576.022
434,469,795.834,576.180
435,473,794.478,576.992
436,464,792.442,575.018
437,479,796.596,575.659
438,472,799.821,576.180
439,472,799.877,575.322
440,469,799.461,578.014
441,470,800.726,578.585
442,487,794.922,578.291
443,489,791.684,579.255
444,491,792.810,580.942
445,489,794.754,577.663
446,505,794.100,579.763
447,482,794.921,581.538
448,496,792.460,581.003
449,547,794.428,582.656
450,604,791.709,581.304
451,532,787.892,577.058
452,495,788.993,576.835
453,521,790.576,577.364
454,527,791.413,577.039
455,504,791.704,577.792
456,482,792.691,577.840
457,484,793.615,577.254
458,470,795.635,580.181
459,490,791.515,576.545
460,472,791.705,576.173
461,463,797.093,576.871
462,483,799.251,582.747
463,473,798.055,583.002
464,486,796.797,582.987
465,510,791.768,581.900
466,528,789.844,582.403
467,518,791.271,581.798
468,515,794.036,584.449
469,508,794.081,583.216
470,528,791.731,581.714
471,511,789.176,578.865
472,488,788.952,578.325
473,496,789.871,579.679
474,502,790.727,580.280
475,494,791.281,580.802
476,479,796.511,583.287
477,454,797.223,579.908
478,464,796.406,579.725
479,466,796.598,580.244
